date,equity
2024-09-01,10000.0
2024-09-02,9845.3879866247
2024-09-03,9305.577986624701
2024-09-04,9216.1279866247
2024-09-05,9290.5279866247
2024-09-06,8667.427986624702
2024-09-07,8666.107986624702
2024-09-08,8664.767986624702
2024-09-09,8302.237965048202
2024-09-10,8310.947965048203
2024-09-11,8302.177965048202
2024-09-12,8261.757965048202
2024-09-13,8247.737965048202
2024-09-14,8253.757965048202
2024-09-15,8259.717965048203
2024-09-16,8203.2981967494
2024-09-17,8241.428196749399
2024-09-18,8293.5381967494
2024-09-19,8217.8181967494
2024-09-20,8228.9081967494
2024-09-21,8166.281446749399
2024-09-22,8175.591446749399
2024-09-23,8212.861446749399
2024-09-24,8228.8914467494
2024-09-25,8217.1514467494
2024-09-26,8236.441446749399
2024-09-27,8177.202946749399
2024-09-28,8177.202946749399
2024-09-29,8177.202946749399
2024-09-30,8103.796537683715
2024-10-01,8143.286287683715
2024-10-02,8143.286287683715
2024-10-03,8143.286287683715
2024-10-04,8143.286287683715
2024-10-05,8143.286287683715
2024-10-06,8143.286287683715
2024-10-07,8062.666138791497
2024-10-08,8067.646138791497
2024-10-09,8069.966138791497
2024-10-10,8075.796138791497
2024-10-11,8074.986138791497
2024-10-12,8076.266138791497
2024-10-13,8077.466138791497
2024-10-14,8064.239234049539
2024-10-15,8069.689234049539
2024-10-16,8070.249234049538
2024-10-17,8067.749234049539
2024-10-18,8071.209234049538
2024-10-19,8071.699234049538
2024-10-20,8072.189234049539
2024-10-21,8060.220901550166
2024-10-22,8060.770901550166
2024-10-23,8061.320901550166
2024-10-24,8061.870901550166
2024-10-25,7987.492901550167
2024-10-26,7987.622901550167
2024-10-27,7987.762901550166
2024-10-28,7955.716954687566
2024-10-29,8205.568454687565
2024-10-30,8205.708454687567
2024-10-31,8205.848454687566
2024-11-01,8193.215204687565
2024-11-02,8193.285204687565
2024-11-03,8193.355204687567
2024-11-04,8144.287899624344
2024-11-05,8144.627899624344
2024-11-06,8145.677899624345
2024-11-07,8145.977899624344
2024-11-08,8145.827899624344
2024-11-09,8146.337899624345
2024-11-10,8146.827899624344
2024-11-11,8147.537899624344
2024-11-12,8147.907899624344
2024-11-13,8148.237899624344
2024-11-14,8148.337899624345
2024-11-15,8135.3198996243445
2024-11-16,8135.919899624345
2024-11-17,8136.459899624344
2024-11-18,8092.799454107057
2024-11-19,7909.689454107057
2024-11-20,8030.989454107057
2024-11-21,8234.380454107057
2024-11-22,8181.534204107057
2024-11-23,8181.534204107057
2024-11-24,8181.534204107057
2024-11-25,8108.980633721429
2024-11-26,7980.530633721428
2024-11-27,7959.200633721428
2024-11-28,7961.010633721428
2024-11-29,7993.740633721429
2024-11-30,7995.290633721428
2024-12-01,5363.8106337214285
