date,equity
2024-09-01,10000.0
2024-09-02,10000.0
2024-09-03,10000.0
2024-09-04,10000.0
2024-09-05,10000.0
2024-09-06,10000.0
2024-09-07,10000.0
2024-09-08,10000.0
2024-09-09,10000.0
2024-09-10,10000.0
2024-09-11,10000.0
2024-09-12,10000.0
2024-09-13,10000.0
2024-09-14,10000.0
2024-09-15,10000.0
2024-09-16,9990.504303057933
2024-09-17,9938.614303057933
2024-09-18,9909.444303057933
2024-09-19,9842.173553057934
2024-09-20,9842.173553057934
2024-09-21,9842.173553057934
2024-09-22,9842.173553057934
2024-09-23,9842.173553057934
2024-09-24,9842.173553057934
2024-09-25,9842.173553057934
2024-09-26,9842.173553057934
2024-09-27,9842.173553057934
2024-09-28,9842.173553057934
2024-09-29,9842.173553057934
2024-09-30,9842.173553057934
2024-10-01,9842.173553057934
2024-10-02,9842.173553057934
2024-10-03,9842.173553057934
2024-10-04,9842.173553057934
2024-10-05,9842.173553057934
2024-10-06,9842.173553057934
2024-10-07,9823.009408174174
2024-10-08,9918.918658174174
2024-10-09,9918.918658174174
2024-10-10,9918.918658174174
2024-10-11,9918.918658174174
2024-10-12,9918.918658174174
2024-10-13,9918.918658174174
2024-10-14,9901.3089005606
2024-10-15,9904.679400560599
2024-10-16,9904.679400560599
2024-10-17,9904.679400560599
2024-10-18,9904.679400560599
2024-10-19,9904.679400560599
2024-10-20,9904.679400560599
2024-10-21,9904.679400560599
2024-10-22,9904.679400560599
2024-10-23,9904.679400560599
2024-10-24,9904.679400560599
2024-10-25,9904.679400560599
2024-10-26,9904.679400560599
2024-10-27,9904.679400560599
2024-10-28,9889.57771214862
2024-10-29,10037.987212148622
2024-10-30,10037.987212148622
2024-10-31,10037.987212148622
2024-11-01,10037.987212148622
2024-11-02,10037.987212148622
2024-11-03,10037.987212148622
2024-11-04,9987.992798941506
2024-11-05,10054.491298941506
2024-11-06,10054.491298941506
2024-11-07,10054.491298941506
2024-11-08,10054.491298941506
2024-11-09,10054.491298941506
2024-11-10,10054.491298941506
2024-11-11,10054.491298941506
2024-11-12,10054.491298941506
2024-11-13,10054.491298941506
2024-11-14,10054.491298941506
2024-11-15,10054.491298941506
2024-11-16,10054.491298941506
2024-11-17,10054.491298941506
2024-11-18,10035.57930414872
2024-11-19,10218.55755414872
2024-11-20,10218.55755414872
2024-11-21,10218.55755414872
2024-11-22,10218.55755414872
2024-11-23,10218.55755414872
2024-11-24,10218.55755414872
2024-11-25,10218.55755414872
2024-11-26,10218.55755414872
2024-11-27,10218.55755414872
2024-11-28,10218.55755414872
2024-11-29,10218.55755414872
2024-11-30,10218.55755414872
2024-12-01,10218.55755414872
