date,equity
2024-09-01,10000.0
2024-09-02,9868.221191367205
2024-09-03,9713.711191367205
2024-09-04,10226.202191367205
2024-09-05,10226.202191367205
2024-09-06,10226.202191367205
2024-09-07,10226.202191367205
2024-09-08,10226.202191367205
2024-09-09,10229.16748599032
2024-09-10,10399.09373599032
2024-09-11,10399.09373599032
2024-09-12,10399.09373599032
2024-09-13,10399.09373599032
2024-09-14,10399.09373599032
2024-09-15,10399.09373599032
2024-09-16,10380.202509179551
2024-09-17,10385.314009179552
2024-09-18,10385.314009179552
2024-09-19,10385.314009179552
2024-09-20,10385.314009179552
2024-09-21,10385.314009179552
2024-09-22,10385.314009179552
2024-09-23,10365.211656692853
2024-09-24,10410.430906692853
2024-09-25,10410.430906692853
2024-09-26,10410.430906692853
2024-09-27,10410.430906692853
2024-09-28,10410.430906692853
2024-09-29,10410.430906692853
2024-09-30,10381.890864182664
2024-10-01,10301.130864182664
2024-10-02,10085.874864182664
2024-10-03,10085.874864182664
2024-10-04,10085.874864182664
2024-10-05,10085.874864182664
2024-10-06,10085.874864182664
2024-10-07,10068.489048669357
2024-10-08,10124.522548669356
2024-10-09,10124.522548669356
2024-10-10,10124.522548669356
2024-10-11,10124.522548669356
2024-10-12,10124.522548669356
2024-10-13,10124.522548669356
2024-10-14,10124.39369965743
2024-10-15,10079.833699657429
2024-10-16,10136.32194965743
2024-10-17,10136.32194965743
2024-10-18,10136.32194965743
2024-10-19,10136.32194965743
2024-10-20,10136.32194965743
2024-10-21,10194.323684583
2024-10-22,9887.943684583
2024-10-23,9477.102684583
2024-10-24,9477.102684583
2024-10-25,9477.102684583
2024-10-26,9477.102684583
2024-10-27,9477.102684583
2024-10-28,9441.52268956334
2024-10-29,9391.92268956334
2024-10-30,9360.68268956334
2024-10-31,9121.87493956334
2024-11-01,9121.87493956334
2024-11-02,9121.87493956334
2024-11-03,9121.87493956334
2024-11-04,9091.828324349653
2024-11-05,9247.828824349654
2024-11-06,9247.828824349654
2024-11-07,9247.828824349654
2024-11-08,9247.828824349654
2024-11-09,9247.828824349654
2024-11-10,9247.828824349654
2024-11-11,9222.83827587477
2024-11-12,8877.140025874769
2024-11-13,8877.140025874769
2024-11-14,8877.140025874769
2024-11-15,8877.140025874769
2024-11-16,8877.140025874769
2024-11-17,8877.140025874769
2024-11-18,8868.221049610154
2024-11-19,8930.272549610154
2024-11-20,8930.272549610154
2024-11-21,8930.272549610154
2024-11-22,8930.272549610154
2024-11-23,8930.272549610154
2024-11-24,8930.272549610154
2024-11-25,8923.503820911124
2024-11-26,8921.293820911125
2024-11-27,8836.493820911124
2024-11-28,8830.773820911125
2024-11-29,8965.204570911124
2024-11-30,8965.204570911124
2024-12-01,8965.204570911123
