date,equity
2024-09-01,10000.0
2024-09-02,9992.441647872332
2024-09-03,9670.344147872333
2024-09-04,9670.344147872333
2024-09-05,9670.344147872333
2024-09-06,9670.344147872333
2024-09-07,9670.344147872333
2024-09-08,9670.344147872333
2024-09-09,9673.212565050891
2024-09-10,9555.722565050892
2024-09-11,9339.931065050892
2024-09-12,9339.931065050892
2024-09-13,9339.931065050892
2024-09-14,9339.931065050892
2024-09-15,9339.931065050892
2024-09-16,9295.103060645904
2024-09-17,9339.613060645905
2024-09-18,9285.653060645904
2024-09-19,9480.607060645903
2024-09-20,9480.607060645903
2024-09-21,9480.607060645903
2024-09-22,9480.607060645903
2024-09-23,9455.872978591804
2024-09-24,9484.118228591802
2024-09-25,9484.118228591802
2024-09-26,9484.118228591802
2024-09-27,9484.118228591802
2024-09-28,9484.118228591802
2024-09-29,9484.118228591802
2024-09-30,9484.118228591802
2024-10-01,9484.118228591802
2024-10-02,9484.118228591802
2024-10-03,9484.118228591802
2024-10-04,9484.118228591802
2024-10-05,9484.118228591802
2024-10-06,9484.118228591802
2024-10-07,9455.620552087737
2024-10-08,9620.193552087738
2024-10-09,9620.193552087738
2024-10-10,9620.193552087738
2024-10-11,9620.193552087738
2024-10-12,9620.193552087738
2024-10-13,9620.193552087738
2024-10-14,9604.85406884793
2024-10-15,9238.59131884793
2024-10-16,9238.59131884793
2024-10-17,9238.59131884793
2024-10-18,9238.59131884793
2024-10-19,9238.59131884793
2024-10-20,9238.59131884793
2024-10-21,9227.796241742228
2024-10-22,9223.013741742228
2024-10-23,9223.013741742228
2024-10-24,9223.013741742228
2024-10-25,9223.013741742228
2024-10-26,9223.013741742228
2024-10-27,9223.013741742228
2024-10-28,9210.53466272409
2024-10-29,9359.975662724091
2024-10-30,9359.975662724091
2024-10-31,9359.975662724091
2024-11-01,9359.975662724091
2024-11-02,9359.975662724091
2024-11-03,9359.975662724091
2024-11-04,9359.975662724091
2024-11-05,9359.975662724091
2024-11-06,9359.975662724091
2024-11-07,9359.975662724091
2024-11-08,9359.975662724091
2024-11-09,9359.975662724091
2024-11-10,9359.975662724091
2024-11-11,9320.071535156654
2024-11-12,9322.521535156655
2024-11-13,9310.451535156655
2024-11-14,9243.511535156655
2024-11-15,9087.332285156655
2024-11-16,9087.332285156655
2024-11-17,9087.332285156655
2024-11-18,9070.169845684768
2024-11-19,9132.262845684767
2024-11-20,9132.262845684767
2024-11-21,9132.262845684767
2024-11-22,9132.262845684767
2024-11-23,9132.262845684767
2024-11-24,9132.262845684767
2024-11-25,9122.283935411728
2024-11-26,9162.250935411728
2024-11-27,9162.250935411728
2024-11-28,9162.250935411728
2024-11-29,9162.250935411728
2024-11-30,9162.250935411728
2024-12-01,9162.250935411726
