date,equity
2024-09-01,10000.0
2024-09-02,9989.310807101423
2024-09-03,9698.916057101424
2024-09-04,9698.916057101424
2024-09-05,9698.916057101424
2024-09-06,9698.916057101424
2024-09-07,9698.916057101424
2024-09-08,9698.916057101424
2024-09-09,9605.049698246545
2024-09-10,9764.547948246545
2024-09-11,9764.547948246545
2024-09-12,9764.547948246545
2024-09-13,9764.547948246545
2024-09-14,9764.547948246545
2024-09-15,9764.547948246545
2024-09-16,9750.209943841557
2024-09-17,9740.789943841557
2024-09-18,9684.929943841556
2024-09-19,9904.863193841556
2024-09-20,9904.863193841556
2024-09-21,9904.863193841556
2024-09-22,9904.863193841556
2024-09-23,9851.369111787455
2024-09-24,9951.654611787457
2024-09-25,9951.654611787457
2024-09-26,9951.654611787457
2024-09-27,9951.654611787457
2024-09-28,9951.654611787457
2024-09-29,9951.654611787457
2024-09-30,9922.170544907427
2024-10-01,9691.070544907427
2024-10-02,9608.668294907427
2024-10-03,9608.668294907427
2024-10-04,9608.668294907427
2024-10-05,9608.668294907427
2024-10-06,9608.668294907427
2024-10-07,9593.664827674804
2024-10-08,9723.523577674803
2024-10-09,9723.523577674803
2024-10-10,9723.523577674803
2024-10-11,9723.523577674803
2024-10-12,9723.523577674803
2024-10-13,9723.523577674803
2024-10-14,9701.175225950748
2024-10-15,9394.459725950748
2024-10-16,9394.459725950748
2024-10-17,9394.459725950748
2024-10-18,9394.459725950748
2024-10-19,9394.459725950748
2024-10-20,9394.459725950748
2024-10-21,9370.78727244045
2024-10-22,9395.077272440449
2024-10-23,9114.33027244045
2024-10-24,9114.33027244045
2024-10-25,9114.33027244045
2024-10-26,9114.33027244045
2024-10-27,9114.33027244045
2024-10-28,9092.655790182238
2024-10-29,9255.468540182237
2024-10-30,9255.468540182237
2024-10-31,9255.468540182237
2024-11-01,9255.468540182237
2024-11-02,9255.468540182237
2024-11-03,9255.468540182237
2024-11-04,9155.681181699212
2024-11-05,9654.815681699212
2024-11-06,9654.815681699212
2024-11-07,9654.815681699212
2024-11-08,9654.815681699212
2024-11-09,9654.815681699212
2024-11-10,9654.815681699212
2024-11-11,9599.13962240835
2024-11-12,9607.279622408349
2024-11-13,9585.179622408348
2024-11-14,9525.699622408349
2024-11-15,9281.68837240835
2024-11-16,9281.68837240835
2024-11-17,9281.68837240835
2024-11-18,9268.97593293646
2024-11-19,9312.842182936462
2024-11-20,9312.842182936462
2024-11-21,9312.842182936462
2024-11-22,9312.842182936462
2024-11-23,9312.842182936462
2024-11-24,9312.842182936462
2024-11-25,9305.891721839595
2024-11-26,9340.425971839595
2024-11-27,9340.425971839595
2024-11-28,9340.425971839595
2024-11-29,9340.425971839595
2024-11-30,9340.425971839595
2024-12-01,9340.425971839595
