date,equity
2024-09-01,10000.0
2024-09-02,9989.083424597111
2024-09-03,9677.448174597112
2024-09-04,9677.448174597112
2024-09-05,9677.448174597112
2024-09-06,9677.448174597112
2024-09-07,9677.448174597112
2024-09-08,9677.448174597112
2024-09-09,9672.394278492098
2024-09-10,9603.214278492098
2024-09-11,9719.524528492098
2024-09-12,9719.524528492098
2024-09-13,9719.524528492098
2024-09-14,9719.524528492098
2024-09-15,9719.524528492098
2024-09-16,9603.584873579777
2024-09-17,9672.594873579777
2024-09-18,9899.024373579778
2024-09-19,9899.024373579778
2024-09-20,9899.024373579778
2024-09-21,9899.024373579778
2024-09-22,9899.024373579778
2024-09-23,9880.61312303755
2024-09-24,9894.28962303755
2024-09-25,9894.28962303755
2024-09-26,9894.28962303755
2024-09-27,9894.28962303755
2024-09-28,9894.28962303755
2024-09-29,9894.28962303755
2024-09-30,9897.728960943794
2024-10-01,9422.207710943794
2024-10-02,9422.207710943794
2024-10-03,9422.207710943794
2024-10-04,9422.207710943794
2024-10-05,9422.207710943794
2024-10-06,9422.207710943794
2024-10-07,9342.803157906912
2024-10-08,9730.178907906911
2024-10-09,9730.178907906911
2024-10-10,9730.178907906911
2024-10-11,9730.178907906911
2024-10-12,9730.178907906911
2024-10-13,9730.178907906911
2024-10-14,9714.61132318342
2024-10-15,9801.709073183421
2024-10-16,9801.709073183421
2024-10-17,9801.709073183421
2024-10-18,9801.709073183421
2024-10-19,9801.709073183421
2024-10-20,9801.709073183421
2024-10-21,9781.344248582993
2024-10-22,9733.044248582992
2024-10-23,9387.503248582992
2024-10-24,9387.503248582992
2024-10-25,9387.503248582992
2024-10-26,9387.503248582992
2024-10-27,9387.503248582992
2024-10-28,9373.94424254973
2024-10-29,9384.01424254973
2024-10-30,9209.77424254973
2024-10-31,8970.46099254973
2024-11-01,8970.46099254973
2024-11-02,8970.46099254973
2024-11-03,8970.46099254973
2024-11-04,8901.387447907187
2024-11-05,8992.690447907187
2024-11-06,8992.690447907187
2024-11-07,8992.690447907187
2024-11-08,8992.690447907187
2024-11-09,8992.690447907187
2024-11-10,8992.690447907187
2024-11-11,8915.757740005733
2024-11-12,8922.757740005733
2024-11-13,8975.637740005734
2024-11-14,9169.767740005733
2024-11-15,9169.767740005733
2024-11-16,9169.767740005733
2024-11-17,9169.767740005733
2024-11-18,9145.891156143454
2024-11-19,9161.601156143455
2024-11-20,9179.709656143456
2024-11-21,9179.709656143456
2024-11-22,9179.709656143456
2024-11-23,9179.709656143456
2024-11-24,9179.709656143456
2024-11-25,9188.550993845249
2024-11-26,9321.011993845248
2024-11-27,9321.011993845248
2024-11-28,9321.011993845248
2024-11-29,9321.011993845248
2024-11-30,9321.011993845248
2024-12-01,9321.011993845248
