date,equity
2024-09-01,10000.0
2024-09-02,10007.557971008238
2024-09-03,9819.897971008239
2024-09-04,9698.219971008239
2024-09-05,9698.219971008239
2024-09-06,9698.219971008239
2024-09-07,9698.219971008239
2024-09-08,9698.219971008239
2024-09-09,9689.798948346972
2024-09-10,9681.128948346972
2024-09-11,9784.980948346973
2024-09-12,9784.980948346973
2024-09-13,9784.980948346973
2024-09-14,9784.980948346973
2024-09-15,9784.980948346973
2024-09-16,9784.252766344467
2024-09-17,9793.186266344466
2024-09-18,9793.186266344466
2024-09-19,9793.186266344466
2024-09-20,9793.186266344466
2024-09-21,9793.186266344466
2024-09-22,9793.186266344466
2024-09-23,9796.458974518819
2024-09-24,9739.128974518819
2024-09-25,9811.62272451882
2024-09-26,9811.62272451882
2024-09-27,9811.62272451882
2024-09-28,9811.62272451882
2024-09-29,9811.62272451882
2024-09-30,9802.046444982936
2024-10-01,9870.003444982936
2024-10-02,9870.003444982936
2024-10-03,9870.003444982936
2024-10-04,9870.003444982936
2024-10-05,9870.003444982936
2024-10-06,9870.003444982936
2024-10-07,9852.416046201599
2024-10-08,9988.9635462016
2024-10-09,9988.9635462016
2024-10-10,9988.9635462016
2024-10-11,9988.9635462016
2024-10-12,9988.9635462016
2024-10-13,9988.9635462016
2024-10-14,9973.890145627653
2024-10-15,9846.120145627654
2024-10-16,9701.442895627653
2024-10-17,9701.442895627653
2024-10-18,9701.442895627653
2024-10-19,9701.442895627653
2024-10-20,9701.442895627653
2024-10-21,9667.52845717641
2024-10-22,9818.42820717641
2024-10-23,9818.42820717641
2024-10-24,9818.42820717641
2024-10-25,9818.42820717641
2024-10-26,9818.42820717641
2024-10-27,9818.42820717641
2024-10-28,9819.828770368817
2024-10-29,10085.948770368817
2024-10-30,10085.948770368817
2024-10-31,10085.948770368817
2024-11-01,10085.948770368817
2024-11-02,10085.948770368817
2024-11-03,10085.948770368817
2024-11-04,10078.739258445656
2024-11-05,10278.206758445654
2024-11-06,10278.206758445654
2024-11-07,10278.206758445654
2024-11-08,10278.206758445654
2024-11-09,10278.206758445654
2024-11-10,10278.206758445654
2024-11-11,10288.834211972191
2024-11-12,10257.224211972192
2024-11-13,10189.774211972192
2024-11-14,10096.32421197219
2024-11-15,9624.954211972192
2024-11-16,9624.954211972192
2024-11-17,9624.954211972192
2024-11-18,9648.24920382658
2024-11-19,9991.89270382658
2024-11-20,9991.89270382658
2024-11-21,9991.89270382658
2024-11-22,9991.89270382658
2024-11-23,9991.89270382658
2024-11-24,9991.89270382658
2024-11-25,9920.777979607465
2024-11-26,10390.464729607465
2024-11-27,10390.464729607465
2024-11-28,10390.464729607465
2024-11-29,10390.464729607465
2024-11-30,10390.464729607465
2024-12-01,10390.464729607465
