date,equity
2024-09-01,10000.0
2024-09-02,9905.581457832004
2024-09-03,9685.031457832005
2024-09-04,9403.691457832005
2024-09-05,9833.451457832005
2024-09-06,9213.071457832004
2024-09-07,9209.811457832006
2024-09-08,9206.561457832006
2024-09-09,9564.20882613388
2024-09-10,9977.97882613388
2024-09-11,10346.60007613388
2024-09-12,10347.33007613388
2024-09-13,10347.49007613388
2024-09-14,10347.720076133879
2024-09-15,10347.92007613388
2024-09-16,10297.066800809973
2024-09-17,10295.131050809972
2024-09-18,10295.271050809972
2024-09-19,10295.411050809971
2024-09-20,10295.551050809972
2024-09-21,10295.691050809972
2024-09-22,10295.831050809971
2024-09-23,10286.20184832417
2024-09-24,10294.083598324169
2024-09-25,10294.22359832417
2024-09-26,10294.36359832417
2024-09-27,10269.21634832417
2024-09-28,10269.21634832417
2024-09-29,10269.21634832417
2024-09-30,10225.153247159727
2024-10-01,10125.593247159726
2024-10-02,10078.933247159726
2024-10-03,9835.026497159728
2024-10-04,9835.026497159728
2024-10-05,9835.026497159728
2024-10-06,9835.026497159728
2024-10-07,9803.17868720422
2024-10-08,9929.808687204219
2024-10-09,9929.808687204219
2024-10-10,9929.808687204219
2024-10-11,9929.808687204219
2024-10-12,9929.808687204219
2024-10-13,9929.808687204219
2024-10-14,9788.203523421209
2024-10-15,9812.41352342121
2024-10-16,9878.523523421209
2024-10-17,9856.13352342121
2024-10-18,9711.773523421209
2024-10-19,9716.94352342121
2024-10-20,9722.06352342121
2024-10-21,9664.834185478718
2024-10-22,9550.674185478716
2024-10-23,10339.700435478717
2024-10-24,10339.700435478717
2024-10-25,10339.700435478717
2024-10-26,10339.700435478717
2024-10-27,10339.700435478717
2024-10-28,10264.203958770082
2024-10-29,10023.863958770082
2024-10-30,9838.083958770081
2024-10-31,10389.735958770081
2024-11-01,10389.735958770081
2024-11-02,10389.735958770081
2024-11-03,10389.735958770081
2024-11-04,10366.271975020798
2024-11-05,10188.581975020797
2024-11-06,9860.136975020798
2024-11-07,9860.136975020798
2024-11-08,9860.136975020798
2024-11-09,9860.136975020798
2024-11-10,9860.136975020798
2024-11-11,9795.031158309295
2024-11-12,9923.342658309295
2024-11-13,9923.342658309295
2024-11-14,9923.342658309295
2024-11-15,9923.342658309295
2024-11-16,9923.342658309295
2024-11-17,9923.342658309295
2024-11-18,9905.150727234957
2024-11-19,9722.100727234956
2024-11-20,9765.680727234956
2024-11-21,10081.593727234957
2024-11-22,10081.593727234957
2024-11-23,10081.593727234957
2024-11-24,10081.593727234957
2024-11-25,9961.12978368998
2024-11-26,10439.274033689979
2024-11-27,10439.274033689979
2024-11-28,10439.274033689979
2024-11-29,10439.274033689979
2024-11-30,10439.274033689979
2024-12-01,10439.27403368998
