date,equity
2024-09-01,10000.0
2024-09-02,10000.0
2024-09-03,10000.0
2024-09-04,10000.0
2024-09-05,10000.0
2024-09-06,10000.0
2024-09-07,10000.0
2024-09-08,10000.0
2024-09-09,10000.0
2024-09-10,10000.0
2024-09-11,10000.0
2024-09-12,10000.0
2024-09-13,10000.0
2024-09-14,10000.0
2024-09-15,10000.0
2024-09-16,9978.513814328413
2024-09-17,9888.933814328413
2024-09-18,9544.281064328414
2024-09-19,9544.281064328414
2024-09-20,9544.281064328414
2024-09-21,9544.281064328414
2024-09-22,9544.281064328414
2024-09-23,9531.407951637231
2024-09-24,9555.388951637231
2024-09-25,9555.388951637231
2024-09-26,9555.388951637231
2024-09-27,9555.388951637231
2024-09-28,9555.388951637231
2024-09-29,9555.388951637231
2024-09-30,9536.808289543475
2024-10-01,9127.572039543475
2024-10-02,9127.572039543475
2024-10-03,9127.572039543475
2024-10-04,9127.572039543475
2024-10-05,9127.572039543475
2024-10-06,9127.572039543475
2024-10-07,9127.572039543475
2024-10-08,9127.572039543475
2024-10-09,9127.572039543475
2024-10-10,9127.572039543475
2024-10-11,9127.572039543475
2024-10-12,9127.572039543475
2024-10-13,9127.572039543475
2024-10-14,9111.392669210745
2024-10-15,9224.784169210745
2024-10-16,9224.784169210745
2024-10-17,9224.784169210745
2024-10-18,9224.784169210745
2024-10-19,9224.784169210745
2024-10-20,9224.784169210745
2024-10-21,9203.51485625335
2024-10-22,9149.284856253349
2024-10-23,8826.55960625335
2024-10-24,8826.55960625335
2024-10-25,8826.55960625335
2024-10-26,8826.55960625335
2024-10-27,8826.55960625335
2024-10-28,8784.58687396116
2024-10-29,8805.546873961159
2024-10-30,8642.00687396116
2024-10-31,8333.39712396116
2024-11-01,8333.39712396116
2024-11-02,8333.39712396116
2024-11-03,8333.39712396116
2024-11-04,8333.39712396116
2024-11-05,8333.39712396116
2024-11-06,8333.39712396116
2024-11-07,8333.39712396116
2024-11-08,8333.39712396116
2024-11-09,8333.39712396116
2024-11-10,8333.39712396116
2024-11-11,8305.305673593155
2024-11-12,8257.105673593154
2024-11-13,8196.705673593155
2024-11-14,8099.773923593155
2024-11-15,8099.773923593155
2024-11-16,8099.773923593155
2024-11-17,8099.773923593155
2024-11-18,8099.773923593155
2024-11-19,8099.773923593155
2024-11-20,8099.773923593155
2024-11-21,8099.773923593155
2024-11-22,8099.773923593155
2024-11-23,8099.773923593155
2024-11-24,8099.773923593155
2024-11-25,8024.435261294948
2024-11-26,8238.297511294948
2024-11-27,8238.297511294948
2024-11-28,8238.297511294948
2024-11-29,8238.297511294948
2024-11-30,8238.297511294948
2024-12-01,8238.29751129495
